year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
1931,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1932,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1933,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1934,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1935,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1936,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1937,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1938,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1939,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1940,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1941,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1942,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1943,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1944,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1945,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1946,0.35,0.35,0.3,0.0,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.0,0.25,0.35,0.35,0.3,0.0,0.25,0.25,0.0,0.0,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.0,0.25,0.25,0.35,0.0,0.25,0.25,0.0,0.3,0.25,0.0,0.0,0.25,0.0,0.3,0.0,0.35,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.35,0.0,0.35,0.0,0.3,0.0,0.3,0.3,0.25,0.3,0.3,0.0,0.25,0.0,0.25,0.25,0.0,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.0,0.25,0.3,0.35,0.0,0.3,0.0,0.25,0.0,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
1947,0.35,0.35,0.3,0.01,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.01,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.01,0.25,0.35,0.35,0.3,0.01,0.25,0.25,0.01,0.01,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.01,0.25,0.25,0.35,0.01,0.25,0.25,0.01,0.3,0.25,0.01,0.01,0.25,0.01,0.3,0.01,0.35,0.3,0.01,0.01,0.01,0.3,0.01,0.01,0.35,0.01,0.35,0.01,0.3,0.01,0.3,0.3,0.25,0.3,0.3,0.01,0.25,0.01,0.25,0.25,0.01,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.01,0.25,0.3,0.35,0.01,0.3,0.01,0.25,0.01,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.01,0.01,0.35,0.01,0.01,0.25,0.25,0.25,0.25,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.25,0.25,0.01
1948,0.35,0.35,0.3,0.01,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.01,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.01,0.25,0.35,0.35,0.3,0.01,0.25,0.25,0.01,0.01,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.01,0.25,0.25,0.35,0.01,0.25,0.25,0.01,0.3,0.25,0.01,0.01,0.25,0.01,0.3,0.01,0.35,0.3,0.01,0.01,0.01,0.3,0.01,0.01,0.35,0.01,0.35,0.01,0.3,0.01,0.3,0.3,0.25,0.3,0.3,0.01,0.25,0.01,0.25,0.25,0.01,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.01,0.25,0.3,0.35,0.01,0.3,0.01,0.25,0.01,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.01,0.01,0.35,0.01,0.01,0.25,0.25,0.25,0.25,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.25,0.25,0.01
1949,0.35,0.35,0.3,0.01,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.01,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.01,0.25,0.35,0.35,0.3,0.01,0.25,0.25,0.01,0.01,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.01,0.25,0.25,0.35,0.01,0.25,0.25,0.01,0.3,0.25,0.01,0.01,0.25,0.01,0.3,0.01,0.35,0.3,0.01,0.01,0.01,0.3,0.01,0.01,0.35,0.01,0.35,0.01,0.3,0.01,0.3,0.3,0.25,0.3,0.3,0.01,0.25,0.01,0.25,0.25,0.01,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.01,0.25,0.3,0.35,0.01,0.3,0.01,0.25,0.01,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.01,0.01,0.35,0.01,0.01,0.25,0.25,0.25,0.25,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.25,0.25,0.01
1950,0.35,0.35,0.3,0.02,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.02,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.02,0.25,0.35,0.35,0.3,0.02,0.25,0.25,0.02,0.02,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.02,0.25,0.25,0.35,0.02,0.25,0.25,0.02,0.3,0.25,0.02,0.02,0.25,0.02,0.3,0.02,0.35,0.3,0.02,0.02,0.02,0.3,0.02,0.02,0.35,0.02,0.35,0.02,0.3,0.02,0.3,0.3,0.25,0.3,0.3,0.02,0.25,0.02,0.25,0.25,0.02,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.02,0.25,0.3,0.35,0.02,0.3,0.02,0.25,0.02,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.02,0.02,0.02,0.35,0.02,0.02,0.25,0.25,0.25,0.25,0.02,0.02,0.02,0.02,0.02,0.25,0.02,0.02,0.02,0.02,0.02,0.02,0.25,0.25,0.25,0.02
